date,pre,hum,tem,occ
2019-09-18 19:04:00,95004.39,58.54,27.18,M
2019-09-24 11:56:50,95361.65,59.15,27.2,M
2019-09-24 16:06:50,94985.57,53.64,28.71,M
2019-10-01 11:30:50,95358.42,57.74,28.12,M
2019-09-24 16:14:00,94973.43,52.48,28.53,M
2019-09-18 19:21:50,95011.48,55.94,27.75,M
2019-10-01 11:26:50,95364.16,60.06,27.6,M
2019-09-24 19:19:10,94918.62,56.35,29.49,H
2019-09-23 17:40:20,95240.55,54.24,26.96,H
2019-09-24 11:46:00,95355.94,57.96,27.46,M
2019-09-18 19:21:00,95013.96,55.81,27.72,M
2019-10-02 20:47:40,95199.62,59.12,27.24,L
2019-09-24 16:06:40,94985.82,53.65,28.7,M
2019-09-23 17:38:40,95244.85,53.3,27.13,H
2019-09-23 13:59:00,95440.97,56.14,28.26,M
2019-09-23 17:44:10,95235.51,55.17,26.87,H
2019-10-02 20:44:20,95195.46,59.58,27.26,L
2019-09-25 12:19:40,95239.95,55.39,27.35,L
2019-09-24 19:16:40,94921.17,57.35,29.26,H
2019-09-24 19:14:40,94920.37,56.81,29.27,H
2019-09-24 11:52:20,95359.38,59.12,27.22,M
2019-10-01 11:33:10,95362.41,56.86,28.31,M
2019-09-18 19:08:20,95006.12,58.26,26.89,M
2019-09-25 12:06:00,95238.64,62.76,27.02,L
2019-09-24 15:57:00,94997.22,56.08,28.41,M
2019-10-02 20:30:10,95175.1,60.98,27.11,L
2019-09-24 19:06:40,94908.64,54.6,29.54,H
2019-09-18 19:04:30,95007.74,60.3,27.11,M
2019-09-23 13:58:50,95443.06,56.5,28.24,M
2019-09-24 11:50:40,95360.43,58.83,27.22,M
2019-10-01 11:44:00,95358.03,56.04,28.61,M
2019-10-01 11:25:30,95357.76,62.35,27.16,M
2019-10-01 11:37:10,95363.61,56.22,28.49,M
2019-10-02 20:38:20,95189.74,59.81,27.29,L
2019-10-01 11:29:30,95355.92,58.04,28.01,M
2019-09-23 17:40:40,95242.32,54.36,26.88,H
2019-10-01 11:34:30,95364.06,56.55,28.38,M
2019-09-24 11:53:00,95359.78,58.92,27.23,M
2019-09-25 12:13:20,95237.83,55.47,27.5,L
2019-09-24 11:48:00,95353.88,58.38,27.35,M
2019-09-24 15:57:20,94997.12,55.73,28.42,M
2019-10-01 11:36:00,95364.26,56.6,28.44,M
2019-10-02 20:40:40,95190.62,59.83,27.28,L
2019-09-24 16:03:10,94990.41,53.15,28.78,M
2019-09-18 19:14:30,94999.28,59.11,26.76,M
2019-10-01 11:38:40,95365.09,56.18,28.49,M
2019-09-24 11:51:30,95359.21,58.96,27.21,M
2019-09-23 17:42:40,95239.16,54.72,26.89,H
2019-09-18 19:22:40,95011.21,55.98,27.77,M
2019-10-02 20:41:40,95192.0,59.44,27.27,L
2019-09-24 16:16:10,94977.55,52.24,28.54,M
2019-09-24 19:06:50,94908.69,54.56,29.57,H
2019-09-23 13:47:00,95211.17,59.6,25.91,M
2019-09-23 17:46:20,95230.81,55.71,26.83,H
2019-09-25 12:23:30,95235.74,55.44,27.31,L
2019-09-25 12:18:00,95240.56,55.57,27.46,L
2019-09-23 13:59:20,95440.97,55.13,28.27,M
2019-09-18 19:05:10,95003.28,60.13,27.01,M
2019-09-24 16:11:10,94979.92,53.22,28.52,M
2019-10-02 20:29:50,95174.25,60.62,27.15,L
2019-09-25 12:16:40,95238.67,55.77,27.45,L
2019-10-01 11:39:40,95364.8,55.94,28.55,M
2019-09-24 12:04:00,95342.18,60.2,27.43,M
2019-09-25 12:15:10,95238.02,55.87,27.51,L
2019-09-24 11:50:20,95360.11,58.57,27.21,M
2019-09-23 14:02:00,95444.49,55.75,27.73,M
2019-09-24 19:05:00,94911.36,56.48,29.15,H
2019-09-24 19:01:00,94910.25,56.93,29.06,H
2019-09-24 11:48:40,95356.11,58.66,27.3,M
2019-10-02 20:41:20,95188.44,59.57,27.25,L
2019-09-24 19:18:20,94916.11,57.22,29.37,H
2019-10-02 20:43:10,95192.23,59.35,27.24,L
2019-09-18 19:13:20,95008.72,58.3,26.78,M
2019-09-24 11:58:10,95359.97,59.56,27.17,M
2019-09-24 19:06:00,94912.24,54.96,29.47,H
2019-09-24 16:06:20,94987.32,53.78,28.69,M
2019-09-24 16:05:30,94984.81,54.42,28.49,M
2019-09-25 12:08:20,95244.8,55.41,27.62,L
2019-09-25 12:11:20,95247.12,55.1,27.64,L
2019-09-24 16:11:30,94979.38,53.43,28.56,M
2019-09-24 19:20:20,94910.76,56.38,29.72,H
2019-09-25 12:24:50,95235.27,55.52,27.39,L
2019-10-02 20:37:20,95184.56,59.87,27.36,L
2019-09-23 17:53:10,95243.52,56.6,26.81,H
2019-09-25 12:12:10,95243.17,55.07,27.57,L
2019-10-02 20:48:50,95189.58,59.0,27.2,L
2019-09-24 19:05:40,94909.86,55.29,29.39,H
2019-09-23 14:03:40,95440.89,55.65,27.57,M
2019-09-24 11:47:30,95354.42,58.21,27.34,M
2019-09-18 19:13:50,95008.48,58.16,26.72,M
2019-10-01 11:34:40,95364.99,56.55,28.4,M
2019-10-02 20:37:40,95185.56,59.76,27.34,L
2019-09-24 16:09:10,94982.97,53.9,28.63,M
2019-10-01 11:28:50,95360.92,58.52,27.92,M
2019-09-24 16:02:20,94994.58,53.21,28.78,M
2019-09-25 12:17:00,95238.0,55.9,27.45,L
2019-09-24 16:00:20,94989.27,54.27,28.76,M
2019-09-24 19:04:30,94900.34,57.33,28.83,H
2019-10-01 11:40:20,95364.62,56.02,28.57,M
2019-10-02 20:30:00,95175.28,60.61,27.12,L
2019-09-23 17:39:40,95241.37,53.9,27.0,H
2019-10-02 20:43:40,95195.65,59.6,27.22,L
2019-09-24 19:08:20,94909.55,53.96,29.72,H
2019-09-23 17:50:10,95236.62,56.65,26.81,H
2019-09-24 11:49:30,95357.65,58.54,27.26,M
2019-10-01 11:39:00,95364.0,56.32,28.51,M
2019-09-18 19:04:40,95005.78,59.25,27.06,M
2019-10-01 11:32:00,95359.24,57.61,28.23,M
2019-09-24 16:04:40,94983.25,53.45,28.63,M
2019-10-02 20:42:20,95191.21,59.2,27.22,L
2019-09-25 12:09:20,95245.94,54.91,27.67,L
2019-10-02 20:28:00,95173.43,61.01,27.1,L
2019-09-24 16:13:40,94973.74,52.65,28.51,M
2019-09-24 19:19:30,94919.99,56.45,29.56,H
2019-09-24 19:06:10,94910.96,54.87,29.48,H
2019-09-24 19:18:30,94916.22,56.84,29.39,H
2019-10-01 11:29:50,95358.49,58.1,28.04,M
2019-10-02 20:30:40,95175.09,60.84,27.13,L
2019-09-24 16:16:30,94971.97,52.25,28.56,M
2019-10-02 20:32:20,95179.15,60.7,27.13,L
2019-09-23 17:49:10,95228.3,56.32,26.82,H
2019-09-23 17:50:30,95238.66,56.54,26.8,H
2019-09-24 16:05:50,94987.71,54.07,28.56,M
2019-09-24 15:58:30,94990.58,54.79,28.54,M
2019-09-23 17:50:00,95236.12,56.51,26.81,H
2019-09-18 19:24:00,95010.87,55.42,27.99,M
2019-09-24 19:09:30,94909.52,53.88,29.85,H
2019-10-02 20:46:10,95196.9,59.24,27.27,L
2019-09-18 19:06:10,95005.84,58.21,27.01,M
2019-09-25 12:09:00,95244.88,55.04,27.68,L
2019-09-24 16:03:20,94989.95,53.2,28.74,M
2019-09-24 19:08:00,94908.75,54.09,29.67,H
2019-10-02 20:41:30,95189.05,59.5,27.25,L
2019-09-23 14:03:10,95444.38,55.53,27.62,M
2019-10-02 20:45:30,95195.51,59.32,27.25,L
2019-10-02 20:47:10,95200.76,59.0,27.25,L
2019-10-01 11:40:50,95364.73,56.22,28.57,M
2019-10-01 11:29:10,95358.99,58.3,27.97,M
2019-09-23 17:35:40,95236.89,51.24,27.87,H
2019-09-23 17:35:00,95235.68,52.56,27.91,H
2019-09-24 19:15:20,94920.1,56.94,29.24,H
2019-09-24 16:16:50,94964.21,52.53,28.55,M
2019-10-02 20:28:10,95172.14,60.92,27.09,L
2019-09-23 14:03:50,95440.31,55.64,27.58,M
2019-09-18 19:21:40,95013.45,55.71,27.76,M
2019-09-18 19:06:40,95005.59,58.08,26.94,M
2019-09-24 19:06:30,94908.69,54.74,29.55,H
2019-10-02 20:36:20,95182.39,60.37,27.18,L
2019-09-25 12:18:30,95242.5,55.68,27.43,L
2019-09-24 19:00:20,94908.86,58.19,29.05,H
2019-09-24 11:46:20,95355.59,57.78,27.46,M
2019-09-24 16:07:30,94983.99,53.54,28.74,M
2019-09-24 16:10:30,94981.15,53.34,28.46,M
2019-10-01 11:42:50,95357.91,56.0,28.61,M
2019-09-24 12:03:30,95342.78,57.53,27.31,M
2019-09-25 12:23:40,95235.62,55.47,27.31,L
2019-09-18 19:19:30,95012.9,56.27,27.9,M
2019-09-24 15:59:40,94991.33,54.37,28.68,M
2019-09-18 19:17:50,95012.05,56.82,27.51,M
2019-10-01 11:38:20,95364.79,55.91,28.49,M
2019-10-01 11:27:30,95362.22,59.67,27.72,M
2019-09-24 19:20:10,94912.73,56.66,29.74,H
2019-09-24 15:56:10,94994.18,56.38,28.48,M
